student_id,course_section_id,term_id,enrollment_status,grade_letter,grade_points
10009275,ART192-2025FA-S01,2025FA,ENROLLED,,
10009275,BUS301-2025FA-S02,2025FA,ENROLLED,,
10009275,ART332-2025FA-S01,2025FA,ENROLLED,,
10009275,ECON406-2025FA-S03,2025FA,ENROLLED,,
10009275,BUS119-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009275,CS320-2025SP-S01,2025SP,COMPLETED,A-,3.7
10009275,ART207-2025SP-S01,2025SP,COMPLETED,C,2.0
10009276,SOC312-2025FA-S03,2025FA,ENROLLED,,
10009276,CS498-2025FA-S01,2025FA,ENROLLED,,
10009276,SOC143-2025FA-S01,2025FA,ENROLLED,,
10009276,CS365-2025FA-S01,2025FA,ENROLLED,,
10009277,SOC488-2025FA-S01,2025FA,ENROLLED,,
10009277,CHEM300-2025FA-S01,2025FA,ENROLLED,,
10009277,SOC228-2025FA-S01,2025FA,ENROLLED,,
10009277,BUS333-2025FA-S01,2025FA,ENROLLED,,
10009278,BUS106-2025FA-S01,2025FA,ENROLLED,,
10009278,SOC312-2025FA-S02,2025FA,ENROLLED,,
10009278,CS241-2025FA-S01,2025FA,ENROLLED,,
10009278,CHEM442-2025FA-S02,2025FA,ENROLLED,,
10009279,MATH126-2025FA-S01,2025FA,ENROLLED,,
10009279,SOC488-2025FA-S01,2025FA,ENROLLED,,
10009279,BUS370-2025FA-S01,2025FA,ENROLLED,,
10009279,ECON297-2025FA-S01,2025FA,ENROLLED,,
10009280,BUS312-2025FA-S01,2025FA,ENROLLED,,
10009280,SOC495-2025FA-S02,2025FA,ENROLLED,,
10009280,CS451-2025FA-S01,2025FA,ENROLLED,,
10009280,MATH265-2025FA-S01,2025FA,ENROLLED,,
10009281,PSYC108-2025FA-S01,2025FA,ENROLLED,,
10009281,BUS301-2025FA-S01,2025FA,ENROLLED,,
10009281,BUS252-2025FA-S01,2025FA,ENROLLED,,
10009281,STAT480-2025FA-S01,2025FA,ENROLLED,,
10009281,STAT426-2025FA-S02,2025FA,ENROLLED,,
10009282,SOC228-2025FA-S01,2025FA,ENROLLED,,
10009282,BIO447-2025FA-S01,2025FA,ENROLLED,,
10009282,PHYS137-2025FA-S01,2025FA,ENROLLED,,
10009282,MATH442-2025FA-S01,2025FA,ENROLLED,,
10009282,BUS119-2025FA-S03,2025FA,ENROLLED,,
10009282,PHIL104-2025SP-S01,2025SP,COMPLETED,F,0.0
10009282,ART323-2025SP-S02,2025SP,COMPLETED,F,0.0
10009282,ENG175-2025SP-S01,2025SP,COMPLETED,A,4.0
10009282,PHYS301-2025SP-S03,2025SP,COMPLETED,A-,3.7
10009283,SOC143-2025FA-S02,2025FA,ENROLLED,,
10009283,BUS119-2025FA-S02,2025FA,ENROLLED,,
10009283,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10009283,BIO113-2025FA-S02,2025FA,ENROLLED,,
10009283,CS228-2025FA-S01,2025FA,ENROLLED,,
10009284,ART372-2025FA-S02,2025FA,ENROLLED,,
10009284,ART316-2025FA-S01,2025FA,ENROLLED,,
10009284,PSYC212-2025FA-S01,2025FA,ENROLLED,,
10009284,CS365-2025FA-S01,2025FA,ENROLLED,,
10009284,BUS370-2025FA-S01,2025FA,ENROLLED,,
10009284,ENG153-2025SP-S02,2025SP,COMPLETED,C+,2.3
10009284,BUS119-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009284,ENG153-2025SP-S03,2025SP,COMPLETED,C+,2.3
10009284,CS441-2025SP-S02,2025SP,COMPLETED,C,2.0
10009285,BUS301-2025FA-S01,2025FA,ENROLLED,,
10009285,ART164-2025FA-S02,2025FA,ENROLLED,,
10009285,BIO192-2025FA-S01,2025FA,ENROLLED,,
10009285,CS438-2025FA-S01,2025FA,ENROLLED,,
10009286,CS438-2025FA-S01,2025FA,ENROLLED,,
10009286,SOC436-2025FA-S02,2025FA,ENROLLED,,
10009286,CS342-2025FA-S01,2025FA,ENROLLED,,
10009286,SOC488-2025FA-S01,2025FA,ENROLLED,,
10009286,PHIL104-2025SP-S01,2025SP,COMPLETED,A,4.0
10009286,PSYC120-2025SP-S03,2025SP,COMPLETED,B+,3.3
10009286,HIST492-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009286,CS365-2025SP-S01,2025SP,COMPLETED,D,1.0
10009287,CHEM379-2025FA-S03,2025FA,ENROLLED,,
10009287,SOC143-2025FA-S02,2025FA,ENROLLED,,
10009287,BUS301-2025FA-S01,2025FA,ENROLLED,,
10009287,STAT413-2025FA-S02,2025FA,ENROLLED,,
10009287,BIO447-2025SP-S01,2025SP,COMPLETED,B-,2.7
10009287,BIO493-2025SP-S01,2025SP,COMPLETED,B,3.0
10009287,CS291-2025SP-S01,2025SP,COMPLETED,B-,2.7
10009288,PSYC474-2025FA-S01,2025FA,ENROLLED,,
10009288,CHEM442-2025FA-S01,2025FA,ENROLLED,,
10009288,CHEM442-2025FA-S03,2025FA,ENROLLED,,
10009288,MATH197-2025FA-S01,2025FA,ENROLLED,,
10009289,PHIL104-2025FA-S01,2025FA,ENROLLED,,
10009289,SOC495-2025FA-S01,2025FA,ENROLLED,,
10009289,ECON406-2025FA-S01,2025FA,ENROLLED,,
10009289,BUS392-2025FA-S01,2025FA,ENROLLED,,
10009290,ENG226-2025FA-S01,2025FA,ENROLLED,,
10009290,BUS312-2025FA-S01,2025FA,ENROLLED,,
10009290,PHYS301-2025FA-S01,2025FA,ENROLLED,,
10009290,ENG175-2025FA-S01,2025FA,ENROLLED,,
10009291,BIO192-2025FA-S01,2025FA,ENROLLED,,
10009291,PSYC120-2025FA-S03,2025FA,ENROLLED,,
10009291,HIST329-2025FA-S01,2025FA,ENROLLED,,
10009291,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10009292,BUS119-2025FA-S02,2025FA,ENROLLED,,
10009292,ECON145-2025FA-S02,2025FA,ENROLLED,,
10009292,SOC239-2025FA-S01,2025FA,ENROLLED,,
10009292,ENG153-2025FA-S01,2025FA,ENROLLED,,
10009292,ART348-2025FA-S01,2025FA,ENROLLED,,
10009292,BIO113-2025SP-S01,2025SP,COMPLETED,C,2.0
10009292,BIO160-2025SP-S01,2025SP,COMPLETED,C,2.0
10009292,ART332-2025SP-S02,2025SP,COMPLETED,D,1.0
10009293,ECON297-2025FA-S01,2025FA,ENROLLED,,
10009293,STAT480-2025FA-S01,2025FA,ENROLLED,,
10009293,CHEM131-2025FA-S01,2025FA,ENROLLED,,
10009293,MATH132-2025FA-S01,2025FA,ENROLLED,,
10009294,PHIL134-2025FA-S01,2025FA,ENROLLED,,
10009294,HIST254-2025FA-S01,2025FA,ENROLLED,,
10009294,CHEM379-2025FA-S01,2025FA,ENROLLED,,
10009294,SOC143-2025FA-S01,2025FA,ENROLLED,,
10009295,CS342-2025FA-S01,2025FA,ENROLLED,,
10009295,STAT297-2025FA-S01,2025FA,ENROLLED,,
10009295,CS451-2025FA-S01,2025FA,ENROLLED,,
10009295,CHEM442-2025FA-S03,2025FA,ENROLLED,,
10009295,CHEM404-2025SP-S01,2025SP,COMPLETED,F,0.0
10009295,STAT339-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009295,ENG153-2025SP-S03,2025SP,COMPLETED,B-,2.7
10009296,ECON392-2025FA-S01,2025FA,ENROLLED,,
10009296,ENG287-2025FA-S01,2025FA,ENROLLED,,
10009296,PHIL375-2025FA-S01,2025FA,ENROLLED,,
10009296,CS241-2025FA-S01,2025FA,ENROLLED,,
10009297,HIST269-2025FA-S01,2025FA,ENROLLED,,
10009297,MATH126-2025FA-S01,2025FA,ENROLLED,,
10009297,MATH442-2025FA-S01,2025FA,ENROLLED,,
10009297,CHEM379-2025FA-S03,2025FA,ENROLLED,,
10009298,ECON145-2025FA-S01,2025FA,ENROLLED,,
10009298,CHEM442-2025FA-S01,2025FA,ENROLLED,,
10009298,PHYS243-2025FA-S01,2025FA,ENROLLED,,
10009298,CS498-2025FA-S02,2025FA,ENROLLED,,
10009298,SOC228-2025FA-S01,2025FA,ENROLLED,,
10009299,PSYC108-2025FA-S01,2025FA,ENROLLED,,
10009299,CS438-2025FA-S01,2025FA,ENROLLED,,
10009299,MATH296-2025FA-S01,2025FA,ENROLLED,,
10009299,BUS301-2025FA-S03,2025FA,ENROLLED,,
10009300,ART372-2025FA-S01,2025FA,ENROLLED,,
10009300,MATH442-2025FA-S03,2025FA,ENROLLED,,
10009300,ART192-2025FA-S03,2025FA,ENROLLED,,
10009300,BUS301-2025FA-S03,2025FA,ENROLLED,,
10009300,SOC495-2025FA-S02,2025FA,ENROLLED,,
10009300,CHEM190-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009300,ENG104-2025SP-S01,2025SP,COMPLETED,B-,2.7
10009300,SOC436-2025SP-S01,2025SP,COMPLETED,C,2.0
10009301,ART372-2025FA-S01,2025FA,ENROLLED,,
10009301,ECON406-2025FA-S01,2025FA,ENROLLED,,
10009301,CHEM286-2025FA-S03,2025FA,ENROLLED,,
10009301,ART332-2025FA-S02,2025FA,ENROLLED,,
10009301,ECON392-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009301,SOC143-2025SP-S01,2025SP,COMPLETED,B-,2.7
10009301,ECON406-2025SP-S03,2025SP,COMPLETED,C+,2.3
10009302,BUS301-2025FA-S01,2025FA,ENROLLED,,
10009302,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10009302,CHEM190-2025FA-S01,2025FA,ENROLLED,,
10009302,ART372-2025FA-S01,2025FA,ENROLLED,,
10009302,BUS106-2025FA-S02,2025FA,ENROLLED,,
10009302,CHEM131-2025SP-S01,2025SP,COMPLETED,A-,3.7
10009302,BIO477-2025SP-S03,2025SP,COMPLETED,A,4.0
10009302,MATH197-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009302,BIO160-2025SP-S02,2025SP,COMPLETED,C+,2.3
10009303,ENG226-2025FA-S01,2025FA,ENROLLED,,
10009303,ECON406-2025FA-S03,2025FA,ENROLLED,,
10009303,BIO447-2025FA-S01,2025FA,ENROLLED,,
10009303,STAT297-2025FA-S01,2025FA,ENROLLED,,
10009303,HIST492-2025SP-S01,2025SP,COMPLETED,F,0.0
10009303,SOC436-2025SP-S02,2025SP,COMPLETED,B+,3.3
10009303,MATH296-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009304,BIO222-2025FA-S01,2025FA,ENROLLED,,
10009304,MATH422-2025FA-S03,2025FA,ENROLLED,,
10009304,SOC312-2025FA-S03,2025FA,ENROLLED,,
10009304,BUS252-2025FA-S01,2025FA,ENROLLED,,
10009305,ECON312-2025FA-S01,2025FA,ENROLLED,,
10009305,MATH422-2025FA-S01,2025FA,ENROLLED,,
10009305,MATH126-2025FA-S01,2025FA,ENROLLED,,
10009305,ECON406-2025FA-S02,2025FA,ENROLLED,,
10009306,HIST407-2025FA-S01,2025FA,ENROLLED,,
10009306,ECON312-2025FA-S01,2025FA,ENROLLED,,
10009306,MATH197-2025FA-S01,2025FA,ENROLLED,,
10009306,ART348-2025FA-S01,2025FA,ENROLLED,,
10009306,SOC143-2025FA-S02,2025FA,ENROLLED,,
10009306,PSYC120-2025SP-S01,2025SP,COMPLETED,D,1.0
10009306,BUS106-2025SP-S01,2025SP,COMPLETED,F,0.0
10009306,PHYS243-2025SP-S01,2025SP,COMPLETED,C,2.0
10009306,CS438-2025SP-S02,2025SP,COMPLETED,C+,2.3
10009307,ECON152-2025FA-S01,2025FA,ENROLLED,,
10009307,ART164-2025FA-S02,2025FA,ENROLLED,,
10009307,MATH442-2025FA-S02,2025FA,ENROLLED,,
10009307,ECON406-2025FA-S02,2025FA,ENROLLED,,
10009308,PSYC474-2025FA-S01,2025FA,ENROLLED,,
10009308,CS365-2025FA-S01,2025FA,ENROLLED,,
10009308,CHEM286-2025FA-S03,2025FA,ENROLLED,,
10009308,PHYS301-2025FA-S02,2025FA,ENROLLED,,
10009309,PSYC120-2025FA-S01,2025FA,ENROLLED,,
10009309,ART152-2025FA-S01,2025FA,ENROLLED,,
10009309,MATH422-2025FA-S03,2025FA,ENROLLED,,
10009309,ART332-2025FA-S02,2025FA,ENROLLED,,
10009310,BUS199-2025FA-S01,2025FA,ENROLLED,,
10009310,ECON152-2025FA-S01,2025FA,ENROLLED,,
10009310,PHIL134-2025FA-S01,2025FA,ENROLLED,,
10009310,BIO477-2025FA-S01,2025FA,ENROLLED,,
10009310,SOC143-2025SP-S03,2025SP,COMPLETED,B-,2.7
10009310,BIO477-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009310,MATH422-2025SP-S01,2025SP,COMPLETED,A,4.0
10009310,MATH296-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009311,MATH442-2025FA-S01,2025FA,ENROLLED,,
10009311,ECON312-2025FA-S01,2025FA,ENROLLED,,
10009311,BIO493-2025FA-S01,2025FA,ENROLLED,,
10009311,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10009311,ART372-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009311,ART332-2025SP-S01,2025SP,COMPLETED,A-,3.7
10009311,CHEM181-2025SP-S01,2025SP,COMPLETED,A,4.0
10009311,BUS301-2025SP-S01,2025SP,COMPLETED,A,4.0
10009312,PSYC212-2025FA-S02,2025FA,ENROLLED,,
10009312,ART332-2025FA-S01,2025FA,ENROLLED,,
10009312,SOC436-2025FA-S02,2025FA,ENROLLED,,
10009312,MATH442-2025FA-S01,2025FA,ENROLLED,,
10009313,ENG287-2025FA-S01,2025FA,ENROLLED,,
10009313,BUS333-2025FA-S01,2025FA,ENROLLED,,
10009313,ECON398-2025FA-S01,2025FA,ENROLLED,,
10009313,MATH265-2025FA-S01,2025FA,ENROLLED,,
10009314,PHYS243-2025FA-S01,2025FA,ENROLLED,,
10009314,BUS312-2025FA-S01,2025FA,ENROLLED,,
10009314,SOC312-2025FA-S01,2025FA,ENROLLED,,
10009314,CHEM360-2025FA-S01,2025FA,ENROLLED,,
10009314,PHIL104-2025SP-S02,2025SP,COMPLETED,B+,3.3
10009314,PHYS250-2025SP-S01,2025SP,COMPLETED,B,3.0
10009314,ENG226-2025SP-S02,2025SP,COMPLETED,C,2.0
10009315,CHEM379-2025FA-S03,2025FA,ENROLLED,,
10009315,BIO447-2025FA-S02,2025FA,ENROLLED,,
10009315,PSYC116-2025FA-S01,2025FA,ENROLLED,,
10009315,ART372-2025FA-S02,2025FA,ENROLLED,,
10009316,ECON297-2025FA-S01,2025FA,ENROLLED,,
10009316,PHYS301-2025FA-S01,2025FA,ENROLLED,,
10009316,CHEM286-2025FA-S01,2025FA,ENROLLED,,
10009316,ECON250-2025FA-S01,2025FA,ENROLLED,,
10009316,PHYS137-2025SP-S02,2025SP,COMPLETED,C,2.0
10009316,BUS370-2025SP-S01,2025SP,COMPLETED,D,1.0
10009316,CS438-2025SP-S03,2025SP,COMPLETED,A-,3.7
10009316,CS451-2025SP-S01,2025SP,COMPLETED,C,2.0
10009317,STAT413-2025FA-S01,2025FA,ENROLLED,,
10009317,PHYS301-2025FA-S01,2025FA,ENROLLED,,
10009317,BIO113-2025FA-S01,2025FA,ENROLLED,,
10009317,SOC228-2025FA-S01,2025FA,ENROLLED,,
10009317,MATH442-2025FA-S01,2025FA,ENROLLED,,
10009318,ART316-2025FA-S01,2025FA,ENROLLED,,
10009318,SOC239-2025FA-S03,2025FA,ENROLLED,,
10009318,CS498-2025FA-S01,2025FA,ENROLLED,,
10009318,SOC239-2025FA-S02,2025FA,ENROLLED,,
10009318,BUS252-2025FA-S01,2025FA,ENROLLED,,
10009319,CHEM300-2025FA-S01,2025FA,ENROLLED,,
10009319,ECON297-2025FA-S01,2025FA,ENROLLED,,
10009319,PSYC251-2025FA-S01,2025FA,ENROLLED,,
10009319,MATH265-2025FA-S01,2025FA,ENROLLED,,
10009319,PHYS419-2025FA-S01,2025FA,ENROLLED,,
10009319,BIO477-2025SP-S02,2025SP,COMPLETED,A,4.0
10009319,MATH265-2025SP-S01,2025SP,COMPLETED,B,3.0
10009319,ENG432-2025SP-S01,2025SP,COMPLETED,A-,3.7
10009319,ECON115-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009320,HIST344-2025FA-S01,2025FA,ENROLLED,,
10009320,SOC228-2025FA-S01,2025FA,ENROLLED,,
10009320,ECON398-2025FA-S01,2025FA,ENROLLED,,
10009320,ART192-2025FA-S03,2025FA,ENROLLED,,
10009320,ENG153-2025FA-S02,2025FA,ENROLLED,,
10009321,ECON115-2025FA-S01,2025FA,ENROLLED,,
10009321,PHIL134-2025FA-S01,2025FA,ENROLLED,,
10009321,PSYC240-2025FA-S01,2025FA,ENROLLED,,
10009321,PHYS301-2025FA-S01,2025FA,ENROLLED,,
10009321,SOC317-2025SP-S01,2025SP,COMPLETED,F,0.0
10009321,BUS392-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009321,CS451-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009322,BIO222-2025FA-S02,2025FA,ENROLLED,,
10009322,CS320-2025FA-S01,2025FA,ENROLLED,,
10009322,STAT426-2025FA-S02,2025FA,ENROLLED,,
10009322,ECON145-2025FA-S02,2025FA,ENROLLED,,
10009322,ART372-2025FA-S01,2025FA,ENROLLED,,
10009322,CS241-2025SP-S01,2025SP,COMPLETED,D,1.0
10009322,MATH197-2025SP-S01,2025SP,COMPLETED,C,2.0
10009322,ENG432-2025SP-S03,2025SP,COMPLETED,C+,2.3
10009323,MATH422-2025FA-S01,2025FA,ENROLLED,,
10009323,PSYC240-2025FA-S03,2025FA,ENROLLED,,
10009323,MATH197-2025FA-S01,2025FA,ENROLLED,,
10009323,BUS119-2025FA-S01,2025FA,ENROLLED,,
10009323,SOC312-2025SP-S01,2025SP,COMPLETED,D,1.0
10009323,ART192-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009323,HIST407-2025SP-S01,2025SP,COMPLETED,A,4.0
10009323,HIST329-2025SP-S01,2025SP,COMPLETED,C,2.0
10009324,BIO144-2025FA-S01,2025FA,ENROLLED,,
10009324,ECON406-2025FA-S01,2025FA,ENROLLED,,
10009324,CHEM360-2025FA-S01,2025FA,ENROLLED,,
10009324,SOC312-2025FA-S01,2025FA,ENROLLED,,
10009325,ECON297-2025FA-S01,2025FA,ENROLLED,,
10009325,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10009325,HIST329-2025FA-S01,2025FA,ENROLLED,,
10009325,ECON152-2025FA-S01,2025FA,ENROLLED,,
10009326,BIO493-2025FA-S01,2025FA,ENROLLED,,
10009326,STAT413-2025FA-S02,2025FA,ENROLLED,,
10009326,STAT426-2025FA-S01,2025FA,ENROLLED,,
10009326,HIST115-2025FA-S01,2025FA,ENROLLED,,
10009327,CHEM181-2025FA-S01,2025FA,ENROLLED,,
10009327,CHEM131-2025FA-S01,2025FA,ENROLLED,,
10009327,MATH267-2025FA-S01,2025FA,ENROLLED,,
10009327,ART192-2025FA-S01,2025FA,ENROLLED,,
10009327,CHEM442-2025FA-S03,2025FA,ENROLLED,,
10009327,ECON152-2025SP-S01,2025SP,COMPLETED,C,2.0
10009327,HIST329-2025SP-S01,2025SP,COMPLETED,B,3.0
10009327,CHEM181-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009327,ECON115-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009328,ECON406-2025FA-S02,2025FA,ENROLLED,,
10009328,SOC228-2025FA-S01,2025FA,ENROLLED,,
10009328,ENG432-2025FA-S01,2025FA,ENROLLED,,
10009328,SOC312-2025FA-S03,2025FA,ENROLLED,,
10009328,MATH197-2025FA-S01,2025FA,ENROLLED,,
10009329,PSYC120-2025FA-S01,2025FA,ENROLLED,,
10009329,MATH197-2025FA-S01,2025FA,ENROLLED,,
10009329,STAT339-2025FA-S01,2025FA,ENROLLED,,
10009329,BIO222-2025FA-S02,2025FA,ENROLLED,,
10009330,ART192-2025FA-S03,2025FA,ENROLLED,,
10009330,SOC312-2025FA-S03,2025FA,ENROLLED,,
10009330,ART164-2025FA-S01,2025FA,ENROLLED,,
10009330,BUS301-2025FA-S03,2025FA,ENROLLED,,
10009331,ECON115-2025FA-S01,2025FA,ENROLLED,,
10009331,STAT413-2025FA-S01,2025FA,ENROLLED,,
10009331,CHEM379-2025FA-S02,2025FA,ENROLLED,,
10009331,CHEM190-2025FA-S01,2025FA,ENROLLED,,
10009332,SOC495-2025FA-S02,2025FA,ENROLLED,,
10009332,ART316-2025FA-S01,2025FA,ENROLLED,,
10009332,PHIL375-2025FA-S01,2025FA,ENROLLED,,
10009332,PHIL188-2025FA-S01,2025FA,ENROLLED,,
10009332,ENG153-2025FA-S02,2025FA,ENROLLED,,
10009333,PHYS261-2025FA-S01,2025FA,ENROLLED,,
10009333,STAT297-2025FA-S01,2025FA,ENROLLED,,
10009333,BUS199-2025FA-S01,2025FA,ENROLLED,,
10009333,CHEM379-2025FA-S01,2025FA,ENROLLED,,
10009333,BUS312-2025FA-S01,2025FA,ENROLLED,,
10009334,SOC143-2025FA-S03,2025FA,ENROLLED,,
10009334,BIO477-2025FA-S01,2025FA,ENROLLED,,
10009334,BIO447-2025FA-S02,2025FA,ENROLLED,,
10009334,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10009334,MATH265-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009334,CS441-2025SP-S01,2025SP,COMPLETED,F,0.0
10009334,PSYC120-2025SP-S01,2025SP,COMPLETED,A-,3.7
10009335,STAT339-2025FA-S01,2025FA,ENROLLED,,
10009335,PSYC116-2025FA-S03,2025FA,ENROLLED,,
10009335,CHEM286-2025FA-S02,2025FA,ENROLLED,,
10009335,HIST329-2025FA-S01,2025FA,ENROLLED,,
10009336,STAT268-2025FA-S01,2025FA,ENROLLED,,
10009336,BUS119-2025FA-S01,2025FA,ENROLLED,,
10009336,MATH197-2025FA-S01,2025FA,ENROLLED,,
10009336,CS228-2025FA-S01,2025FA,ENROLLED,,
10009337,BUS199-2025FA-S01,2025FA,ENROLLED,,
10009337,ECON398-2025FA-S01,2025FA,ENROLLED,,
10009337,BIO222-2025FA-S01,2025FA,ENROLLED,,
10009337,HIST269-2025FA-S01,2025FA,ENROLLED,,
10009337,PHYS261-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009337,CHEM286-2025SP-S01,2025SP,COMPLETED,B-,2.7
10009337,ENG226-2025SP-S03,2025SP,COMPLETED,B+,3.3
10009338,PSYC466-2025FA-S01,2025FA,ENROLLED,,
10009338,MATH442-2025FA-S03,2025FA,ENROLLED,,
10009338,PHIL378-2025FA-S01,2025FA,ENROLLED,,
10009338,SOC143-2025FA-S02,2025FA,ENROLLED,,
10009338,HIST329-2025FA-S01,2025FA,ENROLLED,,
10009339,MATH126-2025FA-S01,2025FA,ENROLLED,,
10009339,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10009339,BIO447-2025FA-S01,2025FA,ENROLLED,,
10009339,BIO113-2025FA-S01,2025FA,ENROLLED,,
10009339,HIST115-2025SP-S01,2025SP,COMPLETED,B-,2.7
10009339,SOC436-2025SP-S01,2025SP,COMPLETED,F,0.0
10009339,PSYC120-2025SP-S03,2025SP,COMPLETED,C,2.0
10009339,ECON392-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009340,PHIL376-2025FA-S01,2025FA,ENROLLED,,
10009340,ART332-2025FA-S02,2025FA,ENROLLED,,
10009340,ECON297-2025FA-S01,2025FA,ENROLLED,,
10009340,HIST115-2025FA-S01,2025FA,ENROLLED,,
10009340,SOC239-2025FA-S03,2025FA,ENROLLED,,
10009340,STAT413-2025SP-S01,2025SP,COMPLETED,D,1.0
10009340,PSYC240-2025SP-S03,2025SP,COMPLETED,B-,2.7
10009340,CS441-2025SP-S03,2025SP,COMPLETED,D,1.0
10009340,BUS301-2025SP-S01,2025SP,COMPLETED,A-,3.7
10009341,PHYS137-2025FA-S03,2025FA,ENROLLED,,
10009341,BUS301-2025FA-S02,2025FA,ENROLLED,,
10009341,ENG104-2025FA-S03,2025FA,ENROLLED,,
10009341,SOC436-2025FA-S02,2025FA,ENROLLED,,
10009341,CS377-2025SP-S03,2025SP,COMPLETED,A,4.0
10009341,CS438-2025SP-S02,2025SP,COMPLETED,B-,2.7
10009341,SOC239-2025SP-S01,2025SP,COMPLETED,F,0.0
10009342,PHIL241-2025FA-S01,2025FA,ENROLLED,,
10009342,MATH197-2025FA-S01,2025FA,ENROLLED,,
10009342,BUS119-2025FA-S01,2025FA,ENROLLED,,
10009342,STAT413-2025FA-S02,2025FA,ENROLLED,,
10009342,BIO477-2025SP-S01,2025SP,COMPLETED,F,0.0
10009342,CHEM379-2025SP-S01,2025SP,COMPLETED,B+,3.3
10009342,ART332-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009343,BIO493-2025FA-S01,2025FA,ENROLLED,,
10009343,ENG175-2025FA-S01,2025FA,ENROLLED,,
10009343,SOC228-2025FA-S01,2025FA,ENROLLED,,
10009343,PHYS392-2025FA-S01,2025FA,ENROLLED,,
10009344,PSYC116-2025FA-S01,2025FA,ENROLLED,,
10009344,ART332-2025FA-S01,2025FA,ENROLLED,,
10009344,ART372-2025FA-S01,2025FA,ENROLLED,,
10009344,ECON145-2025FA-S01,2025FA,ENROLLED,,
10009344,ART123-2025SP-S01,2025SP,COMPLETED,A,4.0
10009344,BUS301-2025SP-S01,2025SP,COMPLETED,C,2.0
10009344,STAT192-2025SP-S01,2025SP,COMPLETED,F,0.0
10009344,STAT426-2025SP-S02,2025SP,COMPLETED,B-,2.7
10009345,PSYC466-2025FA-S01,2025FA,ENROLLED,,
10009345,PSYC120-2025FA-S03,2025FA,ENROLLED,,
10009345,BIO477-2025FA-S01,2025FA,ENROLLED,,
10009345,BIO447-2025FA-S01,2025FA,ENROLLED,,
10009345,CS438-2025SP-S01,2025SP,COMPLETED,F,0.0
10009345,ART207-2025SP-S01,2025SP,COMPLETED,B,3.0
10009345,PHYS419-2025SP-S01,2025SP,COMPLETED,B,3.0
10009345,MATH126-2025SP-S01,2025SP,COMPLETED,A,4.0
10009346,BIO160-2025FA-S01,2025FA,ENROLLED,,
10009346,STAT413-2025FA-S01,2025FA,ENROLLED,,
10009346,PSYC251-2025FA-S01,2025FA,ENROLLED,,
10009346,CHEM286-2025FA-S02,2025FA,ENROLLED,,
10009347,PHIL134-2025FA-S01,2025FA,ENROLLED,,
10009347,HIST269-2025FA-S01,2025FA,ENROLLED,,
10009347,ART372-2025FA-S01,2025FA,ENROLLED,,
10009347,SOC312-2025FA-S03,2025FA,ENROLLED,,
10009347,HIST407-2025FA-S01,2025FA,ENROLLED,,
10009347,BUS370-2025SP-S01,2025SP,COMPLETED,D,1.0
10009347,CS320-2025SP-S01,2025SP,COMPLETED,C+,2.3
10009347,SOC488-2025SP-S01,2025SP,COMPLETED,A,4.0
10009347,ART188-2025SP-S01,2025SP,COMPLETED,A,4.0
10009348,ECON255-2025FA-S01,2025FA,ENROLLED,,
10009348,PHYS137-2025FA-S03,2025FA,ENROLLED,,
10009348,CHEM379-2025FA-S01,2025FA,ENROLLED,,
10009348,BUS119-2025FA-S02,2025FA,ENROLLED,,
10009348,ART123-2025SP-S02,2025SP,COMPLETED,F,0.0
10009348,ART372-2025SP-S01,2025SP,COMPLETED,A-,3.7
10009348,ENG153-2025SP-S01,2025SP,COMPLETED,B,3.0
10009349,CHEM442-2025FA-S01,2025FA,ENROLLED,,
10009349,ART372-2025FA-S02,2025FA,ENROLLED,,
10009349,MATH132-2025FA-S01,2025FA,ENROLLED,,
10009349,MATH422-2025FA-S02,2025FA,ENROLLED,,
10009350,PSYC212-2025FA-S02,2025FA,ENROLLED,,
10009350,PHYS419-2025FA-S01,2025FA,ENROLLED,,
10009350,CHEM286-2025FA-S01,2025FA,ENROLLED,,
