award_id,student_id,term_id,aid_type,amount,disbursed_dt
AWD0007012,10009026,2025FA,Grant,683,2025-08-20
AWD0007013,10009027,2025SP,Loan,2825,2025-01-10
AWD0007014,10009030,2025FA,Scholarship,804,2025-08-20
AWD0007015,10009030,2025SP,Loan,2092,2025-01-10
AWD0007016,10009031,2025FA,Scholarship,2661,2025-08-20
AWD0007017,10009032,2025SP,Scholarship,3042,2025-01-10
AWD0007018,10009034,2025FA,Grant,1102,2025-08-20
AWD0007019,10009037,2025FA,Scholarship,2673,2025-08-20
AWD0007020,10009038,2025FA,Loan,1639,2025-08-20
AWD0007021,10009039,2025SP,Loan,644,2025-01-10
AWD0007022,10009040,2025SP,Grant,1561,2025-01-10
AWD0007023,10009041,2025FA,Grant,2905,2025-08-20
AWD0007024,10009043,2025FA,Grant,2991,2025-08-20
AWD0007025,10009047,2025FA,Scholarship,665,2025-08-20
AWD0007026,10009048,2025FA,Grant,1575,2025-08-20
AWD0007027,10009049,2025FA,Grant,585,2025-08-20
AWD0007028,10009050,2025FA,Loan,3054,2025-08-20
AWD0007029,10009052,2025FA,Grant,1437,2025-08-20
AWD0007030,10009053,2025FA,Scholarship,683,2025-08-20
AWD0007031,10009055,2025FA,Loan,3213,2025-08-20
AWD0007032,10009056,2025FA,Grant,784,2025-08-20
AWD0007033,10009056,2025SP,Loan,2601,2025-01-10
AWD0007034,10009057,2025FA,Grant,942,2025-08-20
AWD0007035,10009059,2025FA,Loan,2117,2025-08-20
AWD0007036,10009061,2025FA,Grant,901,2025-08-20
AWD0007037,10009061,2025SP,Grant,3048,2025-01-10
AWD0007038,10009062,2025FA,Grant,783,2025-08-20
AWD0007039,10009062,2025SP,Grant,1020,2025-01-10
AWD0007040,10009063,2025FA,Grant,574,2025-08-20
AWD0007041,10009065,2025FA,Grant,1877,2025-08-20
AWD0007042,10009067,2025FA,Scholarship,2643,2025-08-20
AWD0007043,10009068,2025FA,Scholarship,3021,2025-08-20
AWD0007044,10009069,2025FA,Loan,3022,2025-08-20
AWD0007045,10009070,2025FA,Scholarship,1337,2025-08-20
AWD0007046,10009072,2025FA,Grant,3240,2025-08-20
AWD0007047,10009075,2025FA,Loan,1875,2025-08-20
AWD0007048,10009077,2025FA,Loan,2709,2025-08-20
AWD0007049,10009079,2025FA,Loan,1452,2025-08-20
AWD0007050,10009081,2025SP,Loan,1775,2025-01-10
AWD0007051,10009083,2025FA,Scholarship,1484,2025-08-20
AWD0007052,10009084,2025FA,Scholarship,1712,2025-08-20
AWD0007053,10009085,2025FA,Loan,2359,2025-08-20
AWD0007054,10009086,2025FA,Loan,2186,2025-08-20
AWD0007055,10009087,2025FA,Loan,2789,2025-08-20
AWD0007056,10009090,2025FA,Loan,1954,2025-08-20
AWD0007057,10009090,2025SP,Loan,1479,2025-01-10
AWD0007058,10009092,2025FA,Scholarship,1953,2025-08-20
AWD0007059,10009094,2025FA,Scholarship,2368,2025-08-20
AWD0007060,10009095,2025FA,Loan,1927,2025-08-20
AWD0007061,10009097,2025FA,Grant,1205,2025-08-20
AWD0007062,10009098,2025FA,Loan,750,2025-08-20
AWD0007063,10009101,2025FA,Scholarship,2657,2025-08-20
AWD0007064,10009102,2025FA,Loan,1569,2025-08-20
AWD0007065,10009107,2025FA,Grant,2618,2025-08-20
AWD0007066,10009107,2025SP,Scholarship,3279,2025-01-10
AWD0007067,10009108,2025SP,Grant,1559,2025-01-10
AWD0007068,10009109,2025FA,Grant,2356,2025-08-20
AWD0007069,10009110,2025SP,Grant,1480,2025-01-10
AWD0007070,10009111,2025FA,Grant,1010,2025-08-20
AWD0007071,10009113,2025FA,Grant,1689,2025-08-20
AWD0007072,10009115,2025FA,Grant,2245,2025-08-20
AWD0007073,10009115,2025SP,Grant,1669,2025-01-10
AWD0007074,10009116,2025FA,Grant,674,2025-08-20
AWD0007075,10009118,2025FA,Grant,1752,2025-08-20
AWD0007076,10009120,2025FA,Loan,3217,2025-08-20
AWD0007077,10009121,2025FA,Loan,1400,2025-08-20
AWD0007078,10009121,2025SP,Loan,2173,2025-01-10
AWD0007079,10009122,2025FA,Loan,739,2025-08-20
AWD0007080,10009123,2025FA,Loan,2539,2025-08-20
AWD0007081,10009125,2025FA,Scholarship,1457,2025-08-20
AWD0007082,10009126,2025SP,Loan,1008,2025-01-10
AWD0007083,10009127,2025SP,Grant,2071,2025-01-10
AWD0007084,10009130,2025FA,Loan,866,2025-08-20
AWD0007085,10009131,2025FA,Grant,2371,2025-08-20
AWD0007086,10009132,2025FA,Scholarship,1398,2025-08-20
AWD0007087,10009134,2025FA,Scholarship,1493,2025-08-20
AWD0007088,10009135,2025FA,Scholarship,2482,2025-08-20
AWD0007089,10009136,2025FA,Grant,1779,2025-08-20
AWD0007090,10009136,2025SP,Loan,3324,2025-01-10
AWD0007091,10009137,2025FA,Scholarship,504,2025-08-20
AWD0007092,10009139,2025FA,Grant,2656,2025-08-20
AWD0007093,10009141,2025FA,Loan,1139,2025-08-20
AWD0007094,10009143,2025FA,Scholarship,517,2025-08-20
AWD0007095,10009144,2025FA,Loan,1594,2025-08-20
AWD0007096,10009145,2025FA,Loan,2395,2025-08-20
AWD0007097,10009146,2025FA,Loan,3419,2025-08-20
AWD0007098,10009146,2025SP,Scholarship,1069,2025-01-10
AWD0007099,10009147,2025FA,Loan,1009,2025-08-20
AWD0007100,10009148,2025FA,Grant,1163,2025-08-20
AWD0007101,10009148,2025SP,Scholarship,1824,2025-01-10
AWD0007102,10009150,2025FA,Grant,1576,2025-08-20
AWD0007103,10009152,2025FA,Loan,2852,2025-08-20
AWD0007104,10009153,2025FA,Scholarship,3063,2025-08-20
AWD0007105,10009154,2025FA,Loan,1883,2025-08-20
AWD0007106,10009155,2025SP,Scholarship,1683,2025-01-10
AWD0007107,10009158,2025FA,Scholarship,3270,2025-08-20
AWD0007108,10009160,2025FA,Scholarship,3009,2025-08-20
AWD0007109,10009161,2025FA,Loan,3222,2025-08-20
AWD0007110,10009164,2025FA,Scholarship,3177,2025-08-20
AWD0007111,10009165,2025FA,Grant,3429,2025-08-20
AWD0007112,10009166,2025FA,Scholarship,1094,2025-08-20
AWD0007113,10009167,2025FA,Grant,1285,2025-08-20
AWD0007114,10009170,2025FA,Loan,851,2025-08-20
AWD0007115,10009172,2025FA,Scholarship,562,2025-08-20
AWD0007116,10009172,2025SP,Loan,1892,2025-01-10
AWD0007117,10009174,2025FA,Loan,1707,2025-08-20
AWD0007118,10009175,2025FA,Loan,1564,2025-08-20
AWD0007119,10009176,2025SP,Loan,3352,2025-01-10
AWD0007120,10009177,2025SP,Scholarship,3289,2025-01-10
AWD0007121,10009181,2025FA,Scholarship,2502,2025-08-20
AWD0007122,10009182,2025FA,Scholarship,1972,2025-08-20
AWD0007123,10009182,2025SP,Grant,1513,2025-01-10
AWD0007124,10009183,2025FA,Loan,1606,2025-08-20
AWD0007125,10009187,2025FA,Scholarship,1453,2025-08-20
AWD0007126,10009187,2025SP,Loan,2146,2025-01-10
AWD0007127,10009188,2025FA,Loan,3143,2025-08-20
AWD0007128,10009189,2025FA,Scholarship,1851,2025-08-20
AWD0007129,10009190,2025FA,Scholarship,1053,2025-08-20
AWD0007130,10009191,2025SP,Loan,2604,2025-01-10
AWD0007131,10009193,2025FA,Scholarship,2186,2025-08-20
AWD0007132,10009194,2025FA,Loan,919,2025-08-20
AWD0007133,10009197,2025SP,Loan,1566,2025-01-10
AWD0007134,10009198,2025FA,Grant,682,2025-08-20
AWD0007135,10009199,2025FA,Scholarship,1340,2025-08-20
AWD0007136,10009200,2025FA,Loan,2432,2025-08-20
AWD0007137,10009201,2025FA,Scholarship,2306,2025-08-20
AWD0007138,10009201,2025SP,Scholarship,3330,2025-01-10
AWD0007139,10009208,2025FA,Scholarship,2125,2025-08-20
AWD0007140,10009211,2025FA,Scholarship,3065,2025-08-20
AWD0007141,10009211,2025SP,Scholarship,704,2025-01-10
AWD0007142,10009213,2025SP,Grant,2636,2025-01-10
AWD0007143,10009214,2025FA,Scholarship,1164,2025-08-20
AWD0007144,10009215,2025FA,Grant,2326,2025-08-20
AWD0007145,10009216,2025FA,Grant,1523,2025-08-20
AWD0007146,10009220,2025SP,Grant,2431,2025-01-10
AWD0007147,10009223,2025FA,Loan,1531,2025-08-20
AWD0007148,10009224,2025FA,Loan,1480,2025-08-20
AWD0007149,10009225,2025FA,Grant,3409,2025-08-20
AWD0007150,10009226,2025FA,Grant,1055,2025-08-20
AWD0007151,10009227,2025FA,Grant,1347,2025-08-20
AWD0007152,10009231,2025FA,Grant,1742,2025-08-20
AWD0007153,10009232,2025FA,Grant,1075,2025-08-20
AWD0007154,10009233,2025SP,Grant,1035,2025-01-10
AWD0007155,10009234,2025FA,Scholarship,1126,2025-08-20
AWD0007156,10009238,2025FA,Loan,1989,2025-08-20
AWD0007157,10009239,2025SP,Loan,3307,2025-01-10
AWD0007158,10009240,2025FA,Grant,2547,2025-08-20
AWD0007159,10009241,2025SP,Grant,2511,2025-01-10
AWD0007160,10009242,2025FA,Loan,2612,2025-08-20
AWD0007161,10009242,2025SP,Scholarship,1679,2025-01-10
AWD0007162,10009243,2025FA,Grant,1762,2025-08-20
AWD0007163,10009244,2025FA,Grant,1103,2025-08-20
AWD0007164,10009244,2025SP,Loan,2707,2025-01-10
AWD0007165,10009245,2025SP,Loan,1491,2025-01-10
AWD0007166,10009246,2025SP,Grant,1145,2025-01-10
AWD0007167,10009247,2025FA,Grant,940,2025-08-20
AWD0007168,10009247,2025SP,Loan,3402,2025-01-10
AWD0007169,10009248,2025FA,Grant,2186,2025-08-20
AWD0007170,10009249,2025FA,Loan,2330,2025-08-20
AWD0007171,10009251,2025SP,Loan,1092,2025-01-10
AWD0007172,10009252,2025FA,Grant,1679,2025-08-20
AWD0007173,10009252,2025SP,Grant,2173,2025-01-10
AWD0007174,10009254,2025FA,Grant,1195,2025-08-20
AWD0007175,10009258,2025SP,Loan,3311,2025-01-10
AWD0007176,10009260,2025FA,Loan,879,2025-08-20
AWD0007177,10009261,2025FA,Scholarship,1960,2025-08-20
AWD0007178,10009262,2025FA,Loan,2009,2025-08-20
AWD0007179,10009265,2025FA,Scholarship,1994,2025-08-20
AWD0007180,10009265,2025SP,Grant,2508,2025-01-10
AWD0007181,10009266,2025SP,Grant,2576,2025-01-10
AWD0007182,10009267,2025FA,Loan,3484,2025-08-20
AWD0007183,10009268,2025FA,Grant,1999,2025-08-20
AWD0007184,10009269,2025FA,Scholarship,572,2025-08-20
AWD0007185,10009269,2025SP,Scholarship,2416,2025-01-10
AWD0007186,10009270,2025FA,Grant,1300,2025-08-20
AWD0007187,10009272,2025SP,Grant,2838,2025-01-10
AWD0007188,10009273,2025FA,Scholarship,874,2025-08-20
AWD0007189,10009274,2025FA,Scholarship,2713,2025-08-20
AWD0007190,10009277,2025FA,Grant,761,2025-08-20
AWD0007191,10009278,2025FA,Grant,3275,2025-08-20
AWD0007192,10009281,2025FA,Grant,886,2025-08-20
AWD0007193,10009282,2025FA,Grant,2516,2025-08-20
AWD0007194,10009282,2025SP,Scholarship,973,2025-01-10
AWD0007195,10009284,2025FA,Scholarship,1643,2025-08-20
AWD0007196,10009284,2025SP,Grant,2701,2025-01-10
AWD0007197,10009285,2025FA,Grant,1957,2025-08-20
AWD0007198,10009286,2025SP,Grant,3226,2025-01-10
AWD0007199,10009287,2025SP,Scholarship,2694,2025-01-10
AWD0007200,10009288,2025FA,Loan,625,2025-08-20
AWD0007201,10009289,2025FA,Grant,2297,2025-08-20
AWD0007202,10009290,2025FA,Loan,2521,2025-08-20
AWD0007203,10009291,2025FA,Grant,1338,2025-08-20
AWD0007204,10009292,2025FA,Grant,1533,2025-08-20
AWD0007205,10009295,2025FA,Grant,2221,2025-08-20
AWD0007206,10009299,2025FA,Loan,2905,2025-08-20
AWD0007207,10009300,2025SP,Grant,1691,2025-01-10
AWD0007208,10009301,2025FA,Grant,1719,2025-08-20
AWD0007209,10009301,2025SP,Scholarship,3144,2025-01-10
AWD0007210,10009302,2025SP,Grant,1597,2025-01-10
AWD0007211,10009303,2025FA,Scholarship,2927,2025-08-20
AWD0007212,10009304,2025FA,Scholarship,2409,2025-08-20
AWD0007213,10009305,2025FA,Scholarship,2615,2025-08-20
AWD0007214,10009306,2025SP,Scholarship,1182,2025-01-10
AWD0007215,10009307,2025FA,Loan,1992,2025-08-20
AWD0007216,10009309,2025FA,Loan,2625,2025-08-20
AWD0007217,10009310,2025SP,Loan,2037,2025-01-10
AWD0007218,10009311,2025FA,Grant,2694,2025-08-20
AWD0007219,10009311,2025SP,Grant,3062,2025-01-10
AWD0007220,10009312,2025FA,Grant,2665,2025-08-20
AWD0007221,10009315,2025FA,Grant,2056,2025-08-20
AWD0007222,10009316,2025FA,Grant,1100,2025-08-20
AWD0007223,10009318,2025FA,Scholarship,954,2025-08-20
AWD0007224,10009320,2025FA,Scholarship,761,2025-08-20
AWD0007225,10009321,2025FA,Grant,3080,2025-08-20
AWD0007226,10009322,2025FA,Grant,2393,2025-08-20
AWD0007227,10009322,2025SP,Loan,3360,2025-01-10
AWD0007228,10009323,2025FA,Grant,1640,2025-08-20
AWD0007229,10009323,2025SP,Scholarship,1372,2025-01-10
AWD0007230,10009324,2025FA,Scholarship,3197,2025-08-20
AWD0007231,10009325,2025FA,Grant,971,2025-08-20
AWD0007232,10009326,2025FA,Grant,1449,2025-08-20
AWD0007233,10009327,2025SP,Grant,2073,2025-01-10
AWD0007234,10009328,2025FA,Scholarship,2800,2025-08-20
AWD0007235,10009329,2025FA,Loan,1244,2025-08-20
AWD0007236,10009330,2025FA,Loan,2884,2025-08-20
AWD0007237,10009333,2025FA,Scholarship,1817,2025-08-20
AWD0007238,10009334,2025FA,Loan,2569,2025-08-20
AWD0007239,10009337,2025FA,Loan,2731,2025-08-20
AWD0007240,10009337,2025SP,Scholarship,1195,2025-01-10
AWD0007241,10009338,2025FA,Grant,605,2025-08-20
AWD0007242,10009339,2025SP,Scholarship,1811,2025-01-10
AWD0007243,10009340,2025SP,Loan,1961,2025-01-10
AWD0007244,10009342,2025FA,Loan,3458,2025-08-20
AWD0007245,10009342,2025SP,Grant,731,2025-01-10
AWD0007246,10009345,2025FA,Loan,1660,2025-08-20
AWD0007247,10009345,2025SP,Scholarship,588,2025-01-10
AWD0007248,10009346,2025FA,Scholarship,2883,2025-08-20
AWD0007249,10009347,2025SP,Grant,885,2025-01-10
AWD0007250,10009348,2025SP,Scholarship,2853,2025-01-10
AWD0007251,10009350,2025FA,Grant,2302,2025-08-20
AWD0007252,10009350,2025SP,Scholarship,2415,2025-01-10
AWD0007253,10009351,2025FA,Loan,681,2025-08-20
AWD0007254,10009356,2025FA,Scholarship,3456,2025-08-20
AWD0007255,10009357,2025FA,Loan,630,2025-08-20
AWD0007256,10009359,2025FA,Scholarship,2898,2025-08-20
AWD0007257,10009359,2025SP,Scholarship,2610,2025-01-10
AWD0007258,10009361,2025FA,Grant,2691,2025-08-20
AWD0007259,10009362,2025SP,Grant,828,2025-01-10
AWD0007260,10009363,2025FA,Loan,2009,2025-08-20
AWD0007261,10009364,2025FA,Grant,2798,2025-08-20
AWD0007262,10009364,2025SP,Scholarship,1332,2025-01-10
AWD0007263,10009369,2025FA,Loan,3496,2025-08-20
AWD0007264,10009369,2025SP,Loan,1147,2025-01-10
AWD0007265,10009370,2025FA,Loan,3390,2025-08-20
AWD0007266,10009371,2025FA,Grant,3363,2025-08-20
AWD0007267,10009372,2025FA,Scholarship,1366,2025-08-20
AWD0007268,10009373,2025FA,Scholarship,1611,2025-08-20
AWD0007269,10009373,2025SP,Loan,2626,2025-01-10
AWD0007270,10009374,2025FA,Loan,1682,2025-08-20
AWD0007271,10009374,2025SP,Loan,2640,2025-01-10
AWD0007272,10009375,2025FA,Grant,895,2025-08-20
AWD0007273,10009376,2025FA,Scholarship,854,2025-08-20
AWD0007274,10009376,2025SP,Loan,2281,2025-01-10
AWD0007275,10009378,2025FA,Loan,3370,2025-08-20
AWD0007276,10009379,2025FA,Loan,1625,2025-08-20
AWD0007277,10009382,2025SP,Grant,2097,2025-01-10
AWD0007278,10009383,2025FA,Loan,709,2025-08-20
AWD0007279,10009386,2025FA,Scholarship,1362,2025-08-20
AWD0007280,10009387,2025FA,Grant,1252,2025-08-20
AWD0007281,10009387,2025SP,Loan,1633,2025-01-10
AWD0007282,10009388,2025FA,Scholarship,3376,2025-08-20
AWD0007283,10009390,2025FA,Scholarship,1881,2025-08-20
AWD0007284,10009392,2025FA,Grant,1532,2025-08-20
AWD0007285,10009392,2025SP,Scholarship,2394,2025-01-10
AWD0007286,10009393,2025FA,Loan,2840,2025-08-20
AWD0007287,10009394,2025FA,Loan,2280,2025-08-20
AWD0007288,10009396,2025FA,Loan,2711,2025-08-20
AWD0007289,10009397,2025FA,Grant,936,2025-08-20
AWD0007290,10009398,2025FA,Grant,1234,2025-08-20
AWD0007291,10009399,2025FA,Scholarship,1761,2025-08-20
AWD0007292,10009403,2025FA,Loan,862,2025-08-20
AWD0007293,10009405,2025FA,Scholarship,2037,2025-08-20
AWD0007294,10009406,2025FA,Loan,2136,2025-08-20
AWD0007295,10009410,2025FA,Scholarship,1474,2025-08-20
AWD0007296,10009411,2025SP,Loan,2135,2025-01-10
AWD0007297,10009412,2025FA,Loan,1491,2025-08-20
AWD0007298,10009413,2025FA,Grant,538,2025-08-20
AWD0007299,10009414,2025FA,Scholarship,1730,2025-08-20
AWD0007300,10009415,2025FA,Scholarship,3346,2025-08-20
AWD0007301,10009417,2025FA,Grant,3223,2025-08-20
AWD0007302,10009419,2025FA,Loan,2384,2025-08-20
AWD0007303,10009423,2025FA,Scholarship,1515,2025-08-20
AWD0007304,10009429,2025FA,Loan,928,2025-08-20
AWD0007305,10009429,2025SP,Loan,2478,2025-01-10
AWD0007306,10009430,2025FA,Grant,3132,2025-08-20
AWD0007307,10009431,2025FA,Scholarship,1181,2025-08-20
AWD0007308,10009432,2025FA,Scholarship,930,2025-08-20
AWD0007309,10009432,2025SP,Grant,3286,2025-01-10
AWD0007310,10009434,2025FA,Loan,1856,2025-08-20
AWD0007311,10009435,2025FA,Grant,1317,2025-08-20
AWD0007312,10009437,2025SP,Grant,3186,2025-01-10
AWD0007313,10009440,2025FA,Loan,1094,2025-08-20
AWD0007314,10009441,2025SP,Grant,2913,2025-01-10
AWD0007315,10009442,2025FA,Grant,939,2025-08-20
AWD0007316,10009442,2025SP,Loan,2573,2025-01-10
AWD0007317,10009443,2025FA,Grant,632,2025-08-20
AWD0007318,10009443,2025SP,Grant,551,2025-01-10
AWD0007319,10009444,2025FA,Loan,1065,2025-08-20
AWD0007320,10009445,2025FA,Scholarship,1575,2025-08-20
AWD0007321,10009448,2025FA,Grant,1753,2025-08-20
AWD0007322,10009449,2025FA,Scholarship,636,2025-08-20
AWD0007323,10009450,2025FA,Loan,1339,2025-08-20
AWD0007324,10009451,2025FA,Loan,942,2025-08-20
AWD0007325,10009453,2025FA,Loan,1110,2025-08-20
AWD0007326,10009455,2025FA,Scholarship,3438,2025-08-20
AWD0007327,10009456,2025FA,Grant,668,2025-08-20
AWD0007328,10009460,2025FA,Grant,3330,2025-08-20
AWD0007329,10009461,2025FA,Scholarship,964,2025-08-20
AWD0007330,10009462,2025FA,Scholarship,3370,2025-08-20
AWD0007331,10009464,2025FA,Loan,1883,2025-08-20
AWD0007332,10009466,2025FA,Scholarship,2967,2025-08-20
AWD0007333,10009470,2025FA,Loan,1783,2025-08-20
AWD0007334,10009471,2025FA,Scholarship,1035,2025-08-20
AWD0007335,10009472,2025FA,Scholarship,2819,2025-08-20
AWD0007336,10009473,2025FA,Grant,2726,2025-08-20
AWD0007337,10009474,2025FA,Loan,985,2025-08-20
AWD0007338,10009476,2025FA,Loan,999,2025-08-20
AWD0007339,10009478,2025FA,Grant,2865,2025-08-20
AWD0007340,10009479,2025FA,Loan,3325,2025-08-20
AWD0007341,10009480,2025FA,Loan,1697,2025-08-20
AWD0007342,10009482,2025FA,Scholarship,1855,2025-08-20
AWD0007343,10009483,2025FA,Grant,522,2025-08-20
AWD0007344,10009484,2025FA,Grant,2522,2025-08-20
AWD0007345,10009484,2025SP,Loan,2016,2025-01-10
AWD0007346,10009486,2025FA,Loan,3401,2025-08-20
AWD0007347,10009487,2025FA,Loan,1408,2025-08-20
AWD0007348,10009487,2025SP,Loan,1387,2025-01-10
AWD0007349,10009488,2025FA,Grant,1452,2025-08-20
AWD0007350,10009490,2025FA,Grant,3114,2025-08-20
AWD0007351,10009491,2025SP,Grant,1251,2025-01-10
AWD0007352,10009493,2025FA,Scholarship,588,2025-08-20
AWD0007353,10009494,2025FA,Loan,698,2025-08-20
AWD0007354,10009495,2025FA,Grant,532,2025-08-20
AWD0007355,10009496,2025FA,Loan,886,2025-08-20
AWD0007356,10009498,2025FA,Grant,1439,2025-08-20
AWD0007357,10009499,2025SP,Loan,2388,2025-01-10
AWD0007358,10009502,2025FA,Grant,2310,2025-08-20
AWD0007359,10009504,2025FA,Scholarship,1804,2025-08-20
AWD0007360,10009504,2025SP,Grant,875,2025-01-10
AWD0007361,10009506,2025FA,Scholarship,3218,2025-08-20
AWD0007362,10009506,2025SP,Scholarship,2298,2025-01-10
AWD0007363,10009508,2025FA,Loan,691,2025-08-20
AWD0007364,10009509,2025FA,Grant,2836,2025-08-20
AWD0007365,10009510,2025FA,Scholarship,2419,2025-08-20
AWD0007366,10009511,2025SP,Grant,833,2025-01-10
AWD0007367,10009512,2025FA,Grant,2502,2025-08-20
AWD0007368,10009513,2025FA,Scholarship,2621,2025-08-20
AWD0007369,10009513,2025SP,Loan,3297,2025-01-10
AWD0007370,10009515,2025FA,Scholarship,2800,2025-08-20
AWD0007371,10009515,2025SP,Loan,810,2025-01-10
AWD0007372,10009517,2025SP,Grant,2333,2025-01-10
AWD0007373,10009519,2025FA,Loan,1188,2025-08-20
AWD0007374,10009519,2025SP,Loan,1457,2025-01-10
AWD0007375,10009521,2025SP,Grant,2857,2025-01-10
AWD0007376,10009522,2025FA,Grant,2875,2025-08-20
AWD0007377,10009526,2025FA,Scholarship,2579,2025-08-20
AWD0007378,10009528,2025FA,Loan,3466,2025-08-20
AWD0007379,10009528,2025SP,Scholarship,2548,2025-01-10
AWD0007380,10009529,2025FA,Grant,693,2025-08-20
AWD0007381,10009530,2025FA,Scholarship,3165,2025-08-20
AWD0007382,10009531,2025FA,Loan,1995,2025-08-20
AWD0007383,10009534,2025FA,Grant,2141,2025-08-20
AWD0007384,10009534,2025SP,Grant,1751,2025-01-10
AWD0007385,10009535,2025FA,Grant,880,2025-08-20
AWD0007386,10009535,2025SP,Loan,3075,2025-01-10
AWD0007387,10009536,2025FA,Loan,937,2025-08-20
AWD0007388,10009538,2025FA,Scholarship,741,2025-08-20
AWD0007389,10009539,2025FA,Scholarship,1193,2025-08-20
AWD0007390,10009540,2025FA,Loan,2417,2025-08-20
AWD0007391,10009540,2025SP,Loan,2135,2025-01-10
AWD0007392,10009541,2025FA,Loan,2342,2025-08-20
AWD0007393,10009541,2025SP,Grant,2321,2025-01-10
AWD0007394,10009543,2025SP,Loan,2119,2025-01-10
AWD0007395,10009545,2025FA,Grant,2509,2025-08-20
AWD0007396,10009546,2025FA,Grant,657,2025-08-20
AWD0007397,10009548,2025FA,Grant,675,2025-08-20
AWD0007398,10009550,2025SP,Scholarship,1006,2025-01-10
AWD0007399,10009551,2025FA,Grant,768,2025-08-20
AWD0007400,10009556,2025FA,Scholarship,2351,2025-08-20
AWD0007401,10009557,2025FA,Loan,662,2025-08-20
AWD0007402,10009558,2025FA,Grant,2466,2025-08-20
AWD0007403,10009559,2025SP,Scholarship,1014,2025-01-10
AWD0007404,10009560,2025FA,Scholarship,2668,2025-08-20
AWD0007405,10009561,2025SP,Scholarship,2052,2025-01-10
AWD0007406,10009562,2025FA,Scholarship,3394,2025-08-20
AWD0007407,10009564,2025FA,Loan,2426,2025-08-20
AWD0007408,10009565,2025FA,Loan,1730,2025-08-20
AWD0007409,10009565,2025SP,Scholarship,3414,2025-01-10
AWD0007410,10009566,2025FA,Loan,2864,2025-08-20
AWD0007411,10009570,2025FA,Scholarship,2697,2025-08-20
AWD0007412,10009570,2025SP,Grant,710,2025-01-10
AWD0007413,10009573,2025FA,Scholarship,3338,2025-08-20
AWD0007414,10009573,2025SP,Loan,3301,2025-01-10
AWD0007415,10009574,2025FA,Grant,2526,2025-08-20
AWD0007416,10009576,2025FA,Grant,1189,2025-08-20
AWD0007417,10009576,2025SP,Grant,3142,2025-01-10
AWD0007418,10009577,2025FA,Grant,2839,2025-08-20
AWD0007419,10009578,2025FA,Grant,2934,2025-08-20
AWD0007420,10009579,2025FA,Grant,2193,2025-08-20
AWD0007421,10009579,2025SP,Scholarship,1569,2025-01-10
AWD0007422,10009580,2025FA,Scholarship,1968,2025-08-20
AWD0007423,10009580,2025SP,Scholarship,2504,2025-01-10
AWD0007424,10009581,2025FA,Loan,1452,2025-08-20
AWD0007425,10009583,2025SP,Grant,1964,2025-01-10
AWD0007426,10009585,2025FA,Grant,2367,2025-08-20
AWD0007427,10009585,2025SP,Loan,1989,2025-01-10
AWD0007428,10009586,2025FA,Loan,2817,2025-08-20
AWD0007429,10009587,2025FA,Grant,1713,2025-08-20
AWD0007430,10009588,2025FA,Grant,2828,2025-08-20
AWD0007431,10009589,2025FA,Scholarship,1821,2025-08-20
AWD0007432,10009589,2025SP,Scholarship,1450,2025-01-10
AWD0007433,10009592,2025FA,Loan,865,2025-08-20
AWD0007434,10009595,2025FA,Loan,1125,2025-08-20
AWD0007435,10009596,2025SP,Scholarship,3042,2025-01-10
AWD0007436,10009597,2025FA,Scholarship,2220,2025-08-20
AWD0007437,10009598,2025SP,Loan,3140,2025-01-10
AWD0007438,10009600,2025FA,Grant,2447,2025-08-20
AWD0007439,10009601,2025FA,Grant,1550,2025-08-20
AWD0007440,10009602,2025SP,Loan,2540,2025-01-10
AWD0007441,10009603,2025FA,Scholarship,1847,2025-08-20
AWD0007442,10009604,2025FA,Scholarship,725,2025-08-20
AWD0007443,10009605,2025FA,Loan,2931,2025-08-20
AWD0007444,10009605,2025SP,Scholarship,1933,2025-01-10
AWD0007445,10009606,2025FA,Grant,1681,2025-08-20
AWD0007446,10009608,2025FA,Scholarship,2507,2025-08-20
AWD0007447,10009609,2025FA,Loan,766,2025-08-20
AWD0007448,10009609,2025SP,Scholarship,1950,2025-01-10
AWD0007449,10009610,2025FA,Loan,3229,2025-08-20
AWD0007450,10009611,2025FA,Grant,2534,2025-08-20
AWD0007451,10009612,2025SP,Grant,511,2025-01-10
AWD0007452,10009613,2025FA,Loan,1804,2025-08-20
AWD0007453,10009614,2025FA,Grant,1107,2025-08-20
AWD0007454,10009615,2025FA,Scholarship,1898,2025-08-20
AWD0007455,10009616,2025FA,Scholarship,2415,2025-08-20
AWD0007456,10009617,2025FA,Loan,2329,2025-08-20
AWD0007457,10009618,2025SP,Loan,2717,2025-01-10
AWD0007458,10009623,2025FA,Grant,1207,2025-08-20
AWD0007459,10009624,2025FA,Grant,2871,2025-08-20
AWD0007460,10009625,2025FA,Scholarship,1277,2025-08-20
AWD0007461,10009626,2025FA,Loan,815,2025-08-20
AWD0007462,10009628,2025FA,Loan,2841,2025-08-20
AWD0007463,10009629,2025FA,Scholarship,1318,2025-08-20
AWD0007464,10009630,2025FA,Loan,3459,2025-08-20
AWD0007465,10009635,2025FA,Loan,2911,2025-08-20
AWD0007466,10009637,2025FA,Scholarship,2362,2025-08-20
AWD0007467,10009638,2025SP,Grant,1852,2025-01-10
AWD0007468,10009639,2025FA,Loan,1765,2025-08-20
AWD0007469,10009639,2025SP,Grant,2651,2025-01-10
AWD0007470,10009640,2025FA,Grant,827,2025-08-20
